Date,AllMedia_Headline,Description,Source_Name,Source_Bias,Source_Headline,Source_Link
"July 15th, 2019",b'Trump Administration Seeks To End Asylum Protections',President Donald Trump's administration is seeking to reduce the number of Central Americans eligible for asylum through new restrictions. ,CBS News,Left ,b'Trump administration moves to end protections for Central American asylum seekers',https://www.cbsnews.com/news/trump-administration-moves-to-end-protections-for-central-american-asylum-seekers/
"July 15th, 2019",b'Trump Administration Seeks To End Asylum Protections',President Donald Trump's administration is seeking to reduce the number of Central Americans eligible for asylum through new restrictions. ,Newsmax - News,Right ,b'Trump Ending Asylum Protections for Central Americans',https://www.newsmax.com/newsfront/trump-asylum-immigration-central-america/2019/07/15/id/924435/
"July 12th, 2019",b'ICE to Start Raids on Sunday',"Immigration and Customs Enforcement (ICE) will be conducting sweeps to locate immigrants without legal status on Sunday. The raids will target roughly 2,000 families with outstanding deportation notices across 10 major cities.",Wall Street Journal - News,Center ,b'ICE to Launch Roundup of Undocumented Immigrants Sunday',https://www.wsj.com/articles/ice-to-launch-round-up-of-undocumented-immigrants-sunday-11562849273
"July 12th, 2019",b'ICE to Start Raids on Sunday',"Immigration and Customs Enforcement (ICE) will be conducting sweeps to locate immigrants without legal status on Sunday. The raids will target roughly 2,000 families with outstanding deportation notices across 10 major cities.",CNN (Web News),Left ,"b'ICE raids are looming. Panicked immigrants are skipping work, hiding out and bracing for the worst'",https://www.cnn.com/2019/07/12/us/immigration-ice-raids-fear/index.html
"July 12th, 2019",b'ICE to Start Raids on Sunday',"Immigration and Customs Enforcement (ICE) will be conducting sweeps to locate immigrants without legal status on Sunday. The raids will target roughly 2,000 families with outstanding deportation notices across 10 major cities.",Fox News (Online),Right ,b'Why those ICE raids are being announced in advance',https://www.foxnews.com/us/why-those-ice-raids-are-being-announced-in-advance
"June 29th, 2019",b'Mexico Announces Plan to Employ 40 000 Migrants'," Mexican President Andres Manuel Lopez Obrador has announced a plan to employ 40,000 Central American migrants in factory jobs as they await results from their United States asylum cases.",Reuters,Center ,"b'Mexican president announces plan to provide 40,000 jobs to migrants'",https://www.reuters.com/article/us-mexico-immigration/mexican-president-announces-plan-to-provide-40000-jobs-to-migrants-idUSKCN1TT2OA
"June 29th, 2019",b'Mexico Announces Plan to Employ 40 000 Migrants'," Mexican President Andres Manuel Lopez Obrador has announced a plan to employ 40,000 Central American migrants in factory jobs as they await results from their United States asylum cases.",Washington Examiner,Right ,b'Mexican president has plan to offer 40K jobs to migrants',https://www.washingtonexaminer.com/news/mexican-president-has-plan-to-offer-40k-jobs-to-migrants
"June 29th, 2019",b'Mexico Announces Plan to Employ 40 000 Migrants'," Mexican President Andres Manuel Lopez Obrador has announced a plan to employ 40,000 Central American migrants in factory jobs as they await results from their United States asylum cases.",Associated Press,Center ,"b'Mexico says \xe2\x80\x98maquila\xe2\x80\x99 plants to offer migrants 40,000 jobs'",https://www.apnews.com/ca77c8e809d44856a4e2f6b2b740d7aa
"June 19th, 2019",b'Alexandria Ocasio Cortez Compares Detention Centers for Illegal Immigrants to Concentration Camps',"Rep. Alexandria Ocasio-Cortez (D-NY) said during an Instagram Live session on Monday night that ""the U.S. is running concentration camps on our southern border, and that is exactly what they are."" The comments were quickly denounced by conservatives, who said the comparison is insensitive and demeaning to Holocaust victims. Immigration and Customs Enforcement director Mark Morgan, the Jewish Community Relations Council of New York, and the Zionist Organization of America (ZOA) condemned the representative's remarks, and a border patrol agent invited her to come visit the detention facilities.",Mother Jones,Left ,b'Republicans Claim Outrage Over Ocasio-Cortez\xe2\x80\x99s \xe2\x80\x9cConcentration Camps\xe2\x80\x9d Remarks',https://www.motherjones.com/politics/2019/06/ocasio-cortez-concentration-camps-immigrant-detention-centers/
"June 19th, 2019",b'Alexandria Ocasio Cortez Compares Detention Centers for Illegal Immigrants to Concentration Camps',"Rep. Alexandria Ocasio-Cortez (D-NY) said during an Instagram Live session on Monday night that ""the U.S. is running concentration camps on our southern border, and that is exactly what they are."" The comments were quickly denounced by conservatives, who said the comparison is insensitive and demeaning to Holocaust victims. Immigration and Customs Enforcement director Mark Morgan, the Jewish Community Relations Council of New York, and the Zionist Organization of America (ZOA) condemned the representative's remarks, and a border patrol agent invited her to come visit the detention facilities.",The Hill,Center ,b'Ocasio-Cortez under fire for concentration camp remarks',https://thehill.com/homenews/house/449221-ocasio-cortez-under-fire-for-concentration-camp-remarks
"June 19th, 2019",b'Alexandria Ocasio Cortez Compares Detention Centers for Illegal Immigrants to Concentration Camps',"Rep. Alexandria Ocasio-Cortez (D-NY) said during an Instagram Live session on Monday night that ""the U.S. is running concentration camps on our southern border, and that is exactly what they are."" The comments were quickly denounced by conservatives, who said the comparison is insensitive and demeaning to Holocaust victims. Immigration and Customs Enforcement director Mark Morgan, the Jewish Community Relations Council of New York, and the Zionist Organization of America (ZOA) condemned the representative's remarks, and a border patrol agent invited her to come visit the detention facilities.",The Daily Caller,Right ,"b""Border Patrol Agent Offers to Give Ocasio-Cortez a Personal Tour of Detention Facility After 'Disgusting' Holocaust Comparison""",https://dailycaller.com/2019/06/18/border-patrol-ocasio-cortez-camp/
"June 10th, 2019",b'Trump Defends Immigration Deal With Mexico',President Trump defends his immigration deal with Mexico against critics who claim there are no major new commitments to stem the flow of migration from Central America.,Washington Post,Left ,b'Trump defends deal with Mexico that critics say will do little to curb migrant crisis',https://www.washingtonpost.com/politics/trump-defends-deal-with-mexico-that-critics-say-will-do-little-to-curb-migrant-crisis/2019/06/09/0fd7d12e-8ada-11e9-8f69-a2795fca3343_story.html
"June 10th, 2019",b'Trump Defends Immigration Deal With Mexico',President Trump defends his immigration deal with Mexico against critics who claim there are no major new commitments to stem the flow of migration from Central America.,CBN,Right ,b'White House Touts Mexico Immigration Deal and Claims More to Come',https://www1.cbn.com/cbnnews/politics/2019/june/white-house-touts-mexico-immigration-deal-and-claims-more-to-come
"June 10th, 2019",b'Trump Defends Immigration Deal With Mexico',President Trump defends his immigration deal with Mexico against critics who claim there are no major new commitments to stem the flow of migration from Central America.,Reuters,Center ,b'Trump defends Mexico migration deal and pledges more detail',https://www.reuters.com/article/us-usa-trade-mexico/trump-defends-mexico-migration-deal-and-pledges-more-detail-idUSKCN1TA0GM
"June 6th, 2019",b'Before Tariff Deadline Mexican Armed Forces Meet Migrants Near the Border',"Before President Trump's Tariff Deadline, Mexican Armed Forces have doubled down on their efforts to restrict migrant caravans from crossing the U.S.-Mexico Border. Dozens of migrants have been detained by the Mexican government, on the same day that Mexican President Andres Manuel Lopez Obrador sent a delegate to hash out a deal with the Trump Administration, to avoid an about 5% blanket tariff on all Mexican goods. Many of the migrants detained are from Central America, namely Guatemala, Honduras, and El Salvador.",Washington Examiner,Right ,"b""Mexico blocks 1,000-migrant caravan ahead of Trump's tariff deadline""",https://www.washingtonexaminer.com/news/mexico-blocks-1-000-migrant-caravan-ahead-of-trumps-tariff-deadline
"June 6th, 2019",b'Before Tariff Deadline Mexican Armed Forces Meet Migrants Near the Border',"Before President Trump's Tariff Deadline, Mexican Armed Forces have doubled down on their efforts to restrict migrant caravans from crossing the U.S.-Mexico Border. Dozens of migrants have been detained by the Mexican government, on the same day that Mexican President Andres Manuel Lopez Obrador sent a delegate to hash out a deal with the Trump Administration, to avoid an about 5% blanket tariff on all Mexican goods. Many of the migrants detained are from Central America, namely Guatemala, Honduras, and El Salvador.",NBC News (Online),Left ,b'Mexican armed forces meets migrants at southern border',https://www.nbcnews.com/news/latino/mexican-armed-forces-meets-migrants-southern-border-n1014441
"June 6th, 2019",b'Before Tariff Deadline Mexican Armed Forces Meet Migrants Near the Border',"Before President Trump's Tariff Deadline, Mexican Armed Forces have doubled down on their efforts to restrict migrant caravans from crossing the U.S.-Mexico Border. Dozens of migrants have been detained by the Mexican government, on the same day that Mexican President Andres Manuel Lopez Obrador sent a delegate to hash out a deal with the Trump Administration, to avoid an about 5% blanket tariff on all Mexican goods. Many of the migrants detained are from Central America, namely Guatemala, Honduras, and El Salvador.",Reuters,Center ,b'Mexico meets migrants at southern border with armed forces',https://www.reuters.com/article/us-usa-immigration-trump-mexico/mexico-meets-migrants-at-southern-border-with-armed-forces-idUSKCN1T62YC
"May 17th, 2019",b'4th U S Circuit Court of Appeals Trump Administration s Abrogation of DACA Illegal',"The 4th U.S. Circuit Court of Appeals ruled that the Trump Administration's rollback of DACA is illegal, Friday. The court ruled two-to-one that the policy change was ""arbitrary and capricious."" The judges voted along ideological lines: Obama and Clinton appointees giving the opinion of the court- while the lone dissenter was a Trump appointee, who ruled that the executive action was 'judicially unreviewable.' The Trump Administration's move had already been paused by the Ninth U.S. Circuit Court of Appeals which allowed DACA to stay in effect.",Washington Examiner,Right ,b'Second federal appeals court rules against Trump administration over DACA rollback',https://www.washingtonexaminer.com/policy/courts/second-federal-appeals-court-rules-against-trump-administration-over-daca-rollback
"May 17th, 2019",b'4th U S Circuit Court of Appeals Trump Administration s Abrogation of DACA Illegal',"The 4th U.S. Circuit Court of Appeals ruled that the Trump Administration's rollback of DACA is illegal, Friday. The court ruled two-to-one that the policy change was ""arbitrary and capricious."" The judges voted along ideological lines: Obama and Clinton appointees giving the opinion of the court- while the lone dissenter was a Trump appointee, who ruled that the executive action was 'judicially unreviewable.' The Trump Administration's move had already been paused by the Ninth U.S. Circuit Court of Appeals which allowed DACA to stay in effect.",Associated Press,Center ,b'Federal appeals court rules against Trump on ending DACA',https://www.apnews.com/61e2a3db45c846458864f6f647c74b8f
"April 9th, 2019",b'Trump Denies Reports That He Will Reinstate Family Separations Blames Obama for Policy',"President Trump denied reports that he planned to revive family separations at the border and renewed claims that former President Obama was responsible for the policy. Several fact-checkers have criticized that claim: Although previous administrations did have small numbers of family separations, they did not have a blanket rule requiring that all parents be prosecuted, and thus did not have to routinely remove them from their children.",New York Times (Online News),Left ,"b'Trump Signals Even Fiercer Immigration Agenda, With a Possible Return of Family Separations'",https://www.nytimes.com/2019/04/08/us/politics/trump-asylum-seekers-federal-judge.html
"April 9th, 2019",b'Trump Denies Reports That He Will Reinstate Family Separations Blames Obama for Policy',"President Trump denied reports that he planned to revive family separations at the border and renewed claims that former President Obama was responsible for the policy. Several fact-checkers have criticized that claim: Although previous administrations did have small numbers of family separations, they did not have a blanket rule requiring that all parents be prosecuted, and thus did not have to routinely remove them from their children.",Fox News (Online),Right ,"b'Trump says no plan to revive family separations, blames Obama for uproar'",https://www.foxnews.com/politics/trump-says-no-plan-to-revive-family-separations-blames-obama-for-uproar
"April 9th, 2019",b'Trump Denies Reports That He Will Reinstate Family Separations Blames Obama for Policy',"President Trump denied reports that he planned to revive family separations at the border and renewed claims that former President Obama was responsible for the policy. Several fact-checkers have criticized that claim: Although previous administrations did have small numbers of family separations, they did not have a blanket rule requiring that all parents be prosecuted, and thus did not have to routinely remove them from their children.",Roll Call,Center ,b'Trump renews misleading claim about Obama and child separation policy',https://www.rollcall.com/news/whitehouse/trump-renews-misleading-claim-about-obama-and-child-separation-policy
"April 8th, 2019",b'Federal Judge Blocks Trump Admin Policy Requiring Asylum Seekers to Wait in Mexico',A federal judge blocked the Trump administration's policy requiring Central American asylum seekers to wait in Mexico while their cases are processed in the U.S.,USA TODAY,Center ,b'Judge blocks Trump policy forcing asylum-seekers to wait in Mexico',https://www.usatoday.com/story/news/politics/2019/04/08/judge-blocks-trump-policy-forcing-asylum-seekers-wait-mexico/3244127002/
"April 8th, 2019",b'Federal Judge Blocks Trump Admin Policy Requiring Asylum Seekers to Wait in Mexico',A federal judge blocked the Trump administration's policy requiring Central American asylum seekers to wait in Mexico while their cases are processed in the U.S.,BuzzFeed News,Left ,"b""Trump's Policy Of Forcing Asylum-Seekers To Wait In Mexico Has Been Blocked By A Federal Judge""",https://www.buzzfeednews.com/article/hamedaleaziz/trumps-policy-asylum-wait-mexico-blocked-judge
"April 8th, 2019",b'Federal Judge Blocks Trump Admin Policy Requiring Asylum Seekers to Wait in Mexico',A federal judge blocked the Trump administration's policy requiring Central American asylum seekers to wait in Mexico while their cases are processed in the U.S.,Townhall,Right ,"b""Judge Blocks Trump Administration's Asylum Policy. Here's Why.""",https://townhall.com/tipsheet/bethbaumann/2019/04/08/judge-blocks-trump-administrations-asylum-policy-heres-why-n2544452
"April 7th, 2019",b'Trump Visits Southern Border Deploying More Agents For Border Control',"After President Trump visited the U.S border with Mexico on Friday, he has declared that 'the country is full' in an interview. Trump also said that asylum seekers at the southern border are running a 'scam.'",Politico,Left ,"b""Trump warns of 'traffic' and 'commercial' delays at U.S.-Mexico border""",https://www.politico.com/story/2019/04/06/trump-mexico-border-immigration-1260171
"April 7th, 2019",b'Trump Visits Southern Border Deploying More Agents For Border Control',"After President Trump visited the U.S border with Mexico on Friday, he has declared that 'the country is full' in an interview. Trump also said that asylum seekers at the southern border are running a 'scam.'",Fox News (Online),Right ,"b""Trump declares 'country is full' in Fox News interview, says US can no longer accept illegal immigrants""",https://www.foxnews.com/politics/trump-declares-the-country-full-in-fox-news-interview-says-american-can-no-longer-accept-illegal-immigrants
"April 7th, 2019",b'Trump Visits Southern Border Deploying More Agents For Border Control',"After President Trump visited the U.S border with Mexico on Friday, he has declared that 'the country is full' in an interview. Trump also said that asylum seekers at the southern border are running a 'scam.'",Wall Street Journal - News,Center ,b'Trump Says Southern-Border Asylum Seekers Are Running a \xe2\x80\x98Scam\xe2\x80\x99',https://www.wsj.com/articles/trump-threatens-to-override-mexico-trade-deal-with-car-tariffs-unless-border-is-secured-11554479894
"March 30th, 2019",b'Trump Says He Will Close Border Next Week If Mexico Doesn t Stop Sending Migrants',"On Friday, President Trump tweeted that he will close the Southern Border next week ""if Mexico doesn't immediately stop ALL illegal immigration coming to the United States."" Earlier this week, Customs and Border Protection Commissioner Kevin McAleenan said the surge in migrants was straining resources and overwhelming officials.",Fox News (Online),Right ,"b""Trump threatens to close border 'next week' if Mexico doesn't 'immediately stop' flood of illegal immigrants""",https://www.foxnews.com/politics/trump-threatens-to-close-southern-border-next-week-if-mexico-doesnt-immediately-stop-illegal-immigrants-from-trying-to-cross-into-us
"March 30th, 2019",b'Trump Says He Will Close Border Next Week If Mexico Doesn t Stop Sending Migrants',"On Friday, President Trump tweeted that he will close the Southern Border next week ""if Mexico doesn't immediately stop ALL illegal immigration coming to the United States."" Earlier this week, Customs and Border Protection Commissioner Kevin McAleenan said the surge in migrants was straining resources and overwhelming officials.",CNN (Web News),Left ,b'Trump adds a deadline on his threat to close the border',https://www.cnn.com/2019/03/29/politics/donald-trump-border-closure-again/index.html
"March 30th, 2019",b'Trump Says He Will Close Border Next Week If Mexico Doesn t Stop Sending Migrants',"On Friday, President Trump tweeted that he will close the Southern Border next week ""if Mexico doesn't immediately stop ALL illegal immigration coming to the United States."" Earlier this week, Customs and Border Protection Commissioner Kevin McAleenan said the surge in migrants was straining resources and overwhelming officials.",Wall Street Journal - News,Center ,b'Trump Threatens to Close Border If Mexico Doesn\xe2\x80\x99t Stop Illegal Entries',https://www.wsj.com/articles/trump-threatens-to-close-border-if-mexico-doesnt-stop-illegal-entries-11553874917
"March 5th, 2019",b'Migrant Border Crossings Hit 76 000 in February',"More than 76,000 migrants crossed the U.S.-Mexico border illegally in February—the highest number seen during that month in 12 years—with Border Patrol saying the system ""remains at the breaking point.""",Fox News (Online),Right ,"b""Southern border at 'breaking point' after more than 76,000 illegal immigrants tried crossing in February, officials say""",https://www.foxnews.com/us/more-than-76000-migrants-tried-crossing-southern-border-in-february-officials-say
"March 5th, 2019",b'Migrant Border Crossings Hit 76 000 in February',"More than 76,000 migrants crossed the U.S.-Mexico border illegally in February—the highest number seen during that month in 12 years—with Border Patrol saying the system ""remains at the breaking point.""",Washington Post,Left ,"b'Record number of families, cold reality at border'",https://www.washingtonpost.com/news/national/wp/2019/03/04/feature/after-cold-busy-month-at-border-illegal-crossings-expected-to-surge-again/
"March 5th, 2019",b'Migrant Border Crossings Hit 76 000 in February',"More than 76,000 migrants crossed the U.S.-Mexico border illegally in February—the highest number seen during that month in 12 years—with Border Patrol saying the system ""remains at the breaking point.""",Wall Street Journal - News,Center ,b'Record Immigration Surge at the Border',https://www.wsj.com/articles/more-migrant-families-arrested-at-border-in-five-months-than-any-previous-full-year-11551810657
"February 15th, 2019",b'President Trump Declares National Emergency Over Border Wall',"President Trump officially declared a national emergency this morning to gain funds to build the border wall. The funds are not certain however, since the move can still be challenged in court, which Trump himself predicted will happen.",National Review,Right ,b'Courts Should Not Defer to Trump\xe2\x80\x99s National-Security Pretext',https://www.nationalreview.com/corner/trump-border-wall-national-security-pretext-courts-should-not-defer/
"February 15th, 2019",b'President Trump Declares National Emergency Over Border Wall',"President Trump officially declared a national emergency this morning to gain funds to build the border wall. The funds are not certain however, since the move can still be challenged in court, which Trump himself predicted will happen.",Al Jazeera,Left ,b'What is a national emergency? Can Trump declare one for the wall?',https://www.aljazeera.com/news/2019/02/national-emergency-trump-declare-wall-190214225808895.html
"February 15th, 2019",b'President Trump Declares National Emergency Over Border Wall',"President Trump officially declared a national emergency this morning to gain funds to build the border wall. The funds are not certain however, since the move can still be challenged in court, which Trump himself predicted will happen.",Vox,Left ,b'4 winners and 4 losers from the funding bill and emergency declaration',https://www.vox.com/2019/2/15/18224715/trump-emergency-national-news-border-wall
"February 14th, 2019",b'Trump to Declare National Emergency for Border Wall',President Trump agreed to sign a spending bill to avoid another government shutdown but will declare a national emergency to fund the construction of a wall at the southern border.,USA TODAY,Center ,"b""Trump's emergency declaration would trigger a drawn out legal fight""",https://www.usatoday.com/story/news/politics/2019/02/14/donald-trump-emergency-border-wall-long-legal-fight/2548526002/
"February 14th, 2019",b'Trump to Declare National Emergency for Border Wall',President Trump agreed to sign a spending bill to avoid another government shutdown but will declare a national emergency to fund the construction of a wall at the southern border.,Townhall,Right ,"b""Not All Conservatives Are Happy About Trump's National Emergency Declaration""",https://townhall.com/tipsheet/bethbaumann/2019/02/14/not-all-conservatives-are-happy-about-trumps-national-emergency-declaration-n2541522
"February 14th, 2019",b'Trump to Declare National Emergency for Border Wall',President Trump agreed to sign a spending bill to avoid another government shutdown but will declare a national emergency to fund the construction of a wall at the southern border.,NBC News (Online),Left ,"b""'Dangerous.' 'Abuse.' 'Lawless': Bipartisan attack on Trump national emergency declaration""",https://www.nbcnews.com/politics/congress/dangerous-abuse-lawless-bipartisan-attack-trump-national-emergency-declaration-n971826
"February 13th, 2019",b'President Trump Intends To Sign Border Deal',President Trump is expected to sign the border deal that will keep the government open and provide $1.38 billion for physical barriers.,CNN (Web News),Left ,b'Trump intends to sign border deal to avoid another shutdown',https://www.cnn.com/2019/02/13/politics/trump-border-security-deal/index.html
"February 13th, 2019",b'President Trump Intends To Sign Border Deal',President Trump is expected to sign the border deal that will keep the government open and provide $1.38 billion for physical barriers.,Wall Street Journal - News,Center ,b'Trump Is Expected to Sign Border-Security Deal',https://www.wsj.com/articles/trump-is-expected-to-sign-border-security-deal-11550064070
"February 13th, 2019",b'President Trump Intends To Sign Border Deal',President Trump is expected to sign the border deal that will keep the government open and provide $1.38 billion for physical barriers.,Washington Times,Right ,"b""Trump says he has other 'options' for paying for border wall""",https://www.washingtontimes.com/news/2019/feb/13/donald-trump-likely-sign-border-deal-avoid-governm/
"January 20th, 2019",b'Democrats Reject Trump s Latest Border Wall Proposal',President Trump has offered about 1 million immigrants a three-year extension for protection from deportation in exchange for $5.7 billion in funding for a wall along the southern border.,Fox News (Online),Right ,b'Trump\xe2\x80\x99s immigration offer brings sharp reactions from Dems and GOP',https://www.foxnews.com/politics/trumps-immigration-offer-brings-polarized-reactions-from-dems-and-gop
"January 20th, 2019",b'Democrats Reject Trump s Latest Border Wall Proposal',President Trump has offered about 1 million immigrants a three-year extension for protection from deportation in exchange for $5.7 billion in funding for a wall along the southern border.,BBC News,Center ,"b""US shutdown: Trump angered by Democrat rejection of 'compromise'""",https://www.bbc.com/news/world-us-canada-46939305
"January 20th, 2019",b'Democrats Reject Trump s Latest Border Wall Proposal',President Trump has offered about 1 million immigrants a three-year extension for protection from deportation in exchange for $5.7 billion in funding for a wall along the southern border.,CNN (Web News),Left ,"b""Democratic lawmakers reject Trump's latest immigration proposal""",https://www.cnn.com/2019/01/19/politics/trump-border-wall-shutdown-congress-reaction/index.html
"January 4th, 2019",b'Trump Congressional Leaders Meet Amid Government Shutdown',"President Trump and congressional leaders are meeting amid the government shutdown after House Democrats passed a temporary funding bill on Thursday evening without money for a border wall, which Senate Republicans have refused to put to a vote.",Washington Times,Right ,"b""Schumer: 'Trump is a terrible negotiator'""",https://www.washingtontimes.com/news/2019/jan/4/schumer-trump-terrible-negotiator/
"January 4th, 2019",b'Trump Congressional Leaders Meet Amid Government Shutdown',"President Trump and congressional leaders are meeting amid the government shutdown after House Democrats passed a temporary funding bill on Thursday evening without money for a border wall, which Senate Republicans have refused to put to a vote.",New York Times (Online News),Left ,b'McConnell Faces Pressure From Republicans to Stop Avoiding Shutdown Fight',https://www.nytimes.com/2019/01/03/us/politics/mcconnell-senate-republicans-shutdown.html
"January 4th, 2019",b'Trump Congressional Leaders Meet Amid Government Shutdown',"President Trump and congressional leaders are meeting amid the government shutdown after House Democrats passed a temporary funding bill on Thursday evening without money for a border wall, which Senate Republicans have refused to put to a vote.",Reuters,Center ,"b'Trump, Democrats dig in ahead of meeting on government shutdown'",https://www.reuters.com/article/us-usa-shutdown/trump-democrats-dig-in-ahead-of-meeting-on-government-shutdown-idUSKCN1OY0D3
"January 1st, 2019",b'Trump Invites Congressional Leaders to White House for Border Security Meeting',"President Trump has invited congressional leaders from both parties to the White House for a meeting Wednesday on border security as the partial government shutdown continues over funding for a border wall. ""Border Security and the Wall 'thing' and Shutdown is not where Nancy Pelosi wanted to start her tenure as Speaker! Let's make a deal?"" he tweeted.",Fox News (Online),Right ,"b'Trump to Pelosi on shutdown, border wall: \xe2\x80\x98Let\xe2\x80\x99s make a deal\xe2\x80\x99'",https://www.foxnews.com/politics/trump-to-pelosi-on-shutdown-border-wall-lets-make-a-deal
"January 1st, 2019",b'Trump Invites Congressional Leaders to White House for Border Security Meeting',"President Trump has invited congressional leaders from both parties to the White House for a meeting Wednesday on border security as the partial government shutdown continues over funding for a border wall. ""Border Security and the Wall 'thing' and Shutdown is not where Nancy Pelosi wanted to start her tenure as Speaker! Let's make a deal?"" he tweeted.",ABC News (Online),Left ,"b""Trump taunts Pelosi about border wall; invites party leaders to 'border security' meeting""",https://abcnews.go.com/Politics/trump-taunts-pelosi-border-wall-invites-party-leaders/story
"January 1st, 2019",b'Trump Invites Congressional Leaders to White House for Border Security Meeting',"President Trump has invited congressional leaders from both parties to the White House for a meeting Wednesday on border security as the partial government shutdown continues over funding for a border wall. ""Border Security and the Wall 'thing' and Shutdown is not where Nancy Pelosi wanted to start her tenure as Speaker! Let's make a deal?"" he tweeted.",Reuters,Center ,b'Trump invites congressional leaders to border security briefing',https://www.reuters.com/article/us-usa-shutdown-trump/trump-invites-congressional-leaders-to-border-security-briefing-idUSKCN1OV1R2
"December 31st, 2018",b'Democrats Unveil Plan to End Government Shutdown',"House Democrats have unveiled a temporary spending bill to end the partial government shutdown, although some say it is unlikely to succeed as it does not allot $5 billion for President Trump's border wall.",Wall Street Journal - News,Center ,b'House Democrats Lay Out Plan to Reopen Government by Carving Out Wall Fight',https://www.wsj.com/articles/house-democrats-will-introduce-package-of-six-spending-bills-11546273005
"December 31st, 2018",b'Democrats Unveil Plan to End Government Shutdown',"House Democrats have unveiled a temporary spending bill to end the partial government shutdown, although some say it is unlikely to succeed as it does not allot $5 billion for President Trump's border wall.",Washington Post,Left ,"b'House Democrats ready strategy to reopen government, deny Trump wall money'",https://www.washingtonpost.com/business/economy/house-dems-ready-strategy-to-re-open-government-upon-assuming-control/2018/12/31/bfe4773a-0d16-11e9-84fc-d58c33d6c8c7_story.html
"December 31st, 2018",b'Democrats Unveil Plan to End Government Shutdown',"House Democrats have unveiled a temporary spending bill to end the partial government shutdown, although some say it is unlikely to succeed as it does not allot $5 billion for President Trump's border wall.",Washington Times,Right ,"b""Dems' plan to end shutdown punts border battle into February""",https://www.washingtontimes.com/news/2018/dec/31/democrats-announce-plan-end-shutdown/
"December 30th, 2018",b'Two Guatemalan Children Die in Government Custody',"Two Guatemalan children passed away earlier this month while in government custody. The border patrol chief said they did ""absolutely everything they could” to prevent these tragedies from occurring, while President Trump blames Democrats for the deaths.",Politico,Left ,"b""Border chief: Agents 'did everything they could' to prevent child migrants' deaths""",https://www.politico.com/story/2018/12/30/border-chief-child-migrants-die-1076885
"December 30th, 2018",b'Two Guatemalan Children Die in Government Custody',"Two Guatemalan children passed away earlier this month while in government custody. The border patrol chief said they did ""absolutely everything they could” to prevent these tragedies from occurring, while President Trump blames Democrats for the deaths.",NPR Online News,Center ,b'Trump Blames Democrats For Deaths Of Migrant Kids As DHS Secretary Visits Border',https://www.npr.org/2018/12/29/680932809/trump-blames-democrats-for-deaths-of-migrant-kids-as-dhs-secretary-visits-border
"December 30th, 2018",b'Two Guatemalan Children Die in Government Custody',"Two Guatemalan children passed away earlier this month while in government custody. The border patrol chief said they did ""absolutely everything they could” to prevent these tragedies from occurring, while President Trump blames Democrats for the deaths.",Washington Times,Right ,b'Trump blames Democrats for deaths of migrant children at border',https://www.washingtontimes.com/news/2018/dec/29/donald-trump-blames-democrats-deaths-migrant-child/
"December 28th, 2018",b'Trump Threatens to Close Southern Border If Wall Is Not Funded',"President Trump threatened to close the U.S.-Mexico border, cut aid to Central American countries, and reduce trade with Mexico if Democrats do not agree to fund a border wall.",CBS News,Left ,"b'Trump threatens to close southern border, says it would be a ""profit making operation""'",https://www.cbsnews.com/news/president-trump-threatens-to-close-border-says-it-would-be-a-profit-making-operation-today-2018-12-28/
"December 28th, 2018",b'Trump Threatens to Close Southern Border If Wall Is Not Funded',"President Trump threatened to close the U.S.-Mexico border, cut aid to Central American countries, and reduce trade with Mexico if Democrats do not agree to fund a border wall.",Fox News (Online),Right ,"b'Trump threatens to close border, terminate trade deals, cut aid unless wall is funded'",https://www.foxnews.com/politics/trump-threatens-to-close-border-terminate-trade-deals-cut-aid-unless-wall-is-funded
"December 28th, 2018",b'Trump Threatens to Close Southern Border If Wall Is Not Funded',"President Trump threatened to close the U.S.-Mexico border, cut aid to Central American countries, and reduce trade with Mexico if Democrats do not agree to fund a border wall.",USA TODAY,Center ,"b'Donald Trump, venting fury over budget fight, threatens to close U.S.-Mexico border'",https://www.usatoday.com/story/news/politics/2018/12/28/donald-trump-threatens-close-u-s-mexico-border/2430052002/
"December 26th, 2018",b'Second Migrant Child Dies At U S Border',"A second child has died while in custody this month at the U.S. border, and CPB will be conducting health checks.",Washington Times,Right ,"b""DHS begs for help, orders full review after second migrant child's death""",https://www.washingtontimes.com/news/2018/dec/26/dhs-begs-help-orders-full-review-after-second-migr/
"December 26th, 2018",b'Second Migrant Child Dies At U S Border',"A second child has died while in custody this month at the U.S. border, and CPB will be conducting health checks.",CNN (Web News),Left ,"b'The final days of Felipe Alonzo-Gomez, the 8-year-old migrant who died in US custody'",https://www.cnn.com/2018/12/26/us/cbp-timeline-guatemala-boy-dies/index.html
"December 26th, 2018",b'Second Migrant Child Dies At U S Border',"A second child has died while in custody this month at the U.S. border, and CPB will be conducting health checks.",USA TODAY,Center ,b'Medical checks ordered for all kids held in US custody after death of 2nd immigrant child this month',https://www.usatoday.com/story/news/nation/2018/12/26/guatemalan-boy-death-medical-checks-immigrant-children-custody/2413058002/
